search_id,user_id,search_keyword,searched_at,product_clicked
SH00558,U0065,앰플,2026-05-17,P1334
SH00559,U0065,쿠션,2026-04-24,P1165
SH00560,U0065,쿠션,2026-05-23,P1165
SH00561,U0065,아이크림,2026-04-13,P1505
SH00562,U0065,아이크림,2026-05-02,P1505
SH00563,U0065,선크림,2026-03-30,P0660
SH00564,U0065,선크림,2026-04-27,P0660
SH00565,U0065,선크림,2026-05-05,P0660
SH00566,U0066,쿠션,2026-03-30,P1173
SH00567,U0066,쿠션,2026-04-12,P1173
SH00568,U0067,수분크림,2026-04-04,P0535
SH00569,U0067,크림,2026-04-26,P0535
SH00570,U0068,클렌저,2026-04-29,P0630
SH00571,U0068,클렌저,2026-05-31,P0630
SH00572,U0068,클렌저,2026-05-28,P0630
SH00573,U0068,립스틱,2026-04-25,P1838
SH00574,U0068,립스틱,2026-05-18,P1838
SH00575,U0068,립스틱,2026-05-24,P1838
SH00576,U0068,쿠션,2026-04-26,P1161
SH00577,U0068,쿠션,2026-05-16,P1161
SH00578,U0069,토너패드,2026-04-24,P1559
SH00579,U0069,토너패드,2026-05-04,P1559
SH00580,U0069,토너패드,2026-05-14,P1559
SH00581,U0069,세럼,2026-05-06,P0310
SH00582,U0069,에센스,2026-05-24,P0310
SH00583,U0069,마스크팩,2026-04-24,P0802
SH00584,U0069,마스크팩,2026-05-17,P0802
SH00585,U0069,마스크팩,2026-05-04,P0802
SH00586,U0069,앰플,2026-04-21,P1321
SH00587,U0069,앰플,2026-05-07,P1321
SH00588,U0069,쿠션,2026-04-16,P1155
SH00589,U0069,쿠션,2026-05-01,P1155
SH00590,U0069,쿠션,2026-05-13,P1155
SH00591,U0069,헤어에센스,2026-03-25,P1917
SH00592,U0069,헤어에센스,2026-04-23,P1917
SH00593,U0069,헤어에센스,2026-04-18,P1917
SH00594,U0070,헤어에센스,2026-03-28,P1918
SH00595,U0070,헤어에센스,2026-04-12,P1918
SH00596,U0070,아이크림,2026-04-20,P1474
SH00597,U0070,아이크림,2026-05-23,P1474
SH00598,U0070,수분토너,2026-03-28,P0031
SH00599,U0070,토너,2026-04-26,P0031
SH00600,U0070,트리트먼트,2026-04-30,P0935
SH00601,U0070,트리트먼트,2026-06-01,P0935
SH00602,U0070,트리트먼트,2026-05-13,P0935
SH00603,U0070,크림,2026-04-09,P0529
SH00604,U0070,크림,2026-04-17,P0529
SH00605,U0071,아이크림,2026-04-13,P1512
SH00606,U0071,아이크림,2026-04-22,P1512
SH00607,U0071,아이크림,2026-05-10,P1512
SH00608,U0071,크림,2026-04-27,P0365
SH00609,U0071,크림,2026-05-10,P0365
SH00610,U0071,크림,2026-05-19,P0365
SH00611,U0071,마스크팩,2026-04-13,P0849
SH00612,U0071,마스크팩,2026-04-25,P0849
SH00613,U0071,마스크팩,2026-05-08,P0849
SH00614,U0071,쿠션,2026-05-06,P1165
SH00615,U0071,쿠션,2026-06-02,P1165
SH00616,U0071,쿠션,2026-05-24,P1165
SH00617,U0071,립스틱,2026-04-10,P1829
SH00618,U0071,립스틱,2026-05-09,P1829
SH00619,U0072,클렌징오일,2026-04-27,P1738
SH00620,U0072,클렌징오일,2026-05-25,P1738
SH00621,U0072,클렌징오일,2026-05-20,P1738
SH00622,U0072,토너패드,2026-04-03,P1588
SH00623,U0072,토너패드,2026-05-04,P1588
SH00624,U0072,쿠션,2026-04-08,P1182
SH00625,U0072,쿠션,2026-05-05,P1182
SH00626,U0072,쿠션,2026-05-02,P1182
SH00627,U0073,헤어에센스,2026-04-30,P1928
SH00628,U0073,헤어에센스,2026-05-29,P1928
SH00629,U0073,헤어에센스,2026-05-24,P1928
SH00630,U0073,아이크림,2026-04-24,P1465
SH00631,U0073,아이크림,2026-05-13,P1465
SH00632,U0073,아이크림,2026-05-06,P1465
SH00633,U0073,에센스,2026-04-09,P0341
SH00634,U0073,에센스,2026-04-29,P0341
SH00635,U0073,세럼,2026-04-24,P0341
SH00636,U0073,클렌징오일,2026-04-15,P1719
SH00637,U0073,클렌징오일,2026-05-07,P1719
SH00638,U0073,클렌징오일,2026-05-09,P1719
SH00639,U0074,세럼,2026-04-01,P0307
SH00640,U0074,에센스,2026-04-26,P0307
SH00641,U0074,마스크팩,2026-04-21,P0779
SH00642,U0074,마스크팩,2026-05-20,P0779
SH00643,U0074,토너,2026-04-29,P0147
SH00644,U0074,수분토너,2026-05-24,P0147
SH00645,U0075,립스틱,2026-05-12,P1790
SH00646,U0075,립스틱,2026-05-18,P1790
SH00647,U0075,립스틱,2026-06-02,P1790
SH00648,U0075,세럼,2026-04-21,P0328
SH00649,U0075,에센스,2026-05-05,P0328
SH00650,U0075,세럼,2026-05-04,P0328
SH00651,U0075,아이섀도우,2026-04-02,P1250
SH00652,U0075,아이섀도우,2026-04-12,P1250
SH00653,U0075,아이섀도우,2026-04-22,P1250
SH00654,U0075,크림,2026-04-15,P0495
SH00655,U0075,수분크림,2026-05-15,P0495
SH00656,U0075,토너패드,2026-04-17,P1562
SH00657,U0075,토너패드,2026-04-26,P1562
SH00658,U0075,아이크림,2026-05-04,P1498
SH00659,U0075,아이크림,2026-05-15,P1498
SH00660,U0075,아이크림,2026-05-19,P1498
SH00661,U0075,바디로션,2026-04-12,P1008
SH00662,U0075,바디로션,2026-04-20,P1008
SH00663,U0076,아이크림,2026-04-05,P1464
SH00664,U0076,아이크림,2026-05-08,P1464
SH00665,U0076,아이크림,2026-04-23,P1464
SH00666,U0077,쿠션,2026-05-09,P1195
SH00667,U0077,쿠션,2026-05-29,P1195
SH00668,U0077,쿠션,2026-06-02,P1195
SH00669,U0077,아이크림,2026-03-27,P1497
SH00670,U0077,아이크림,2026-04-29,P1497
SH00671,U0078,앰플,2026-04-07,P1283
SH00672,U0078,앰플,2026-04-17,P1283
SH00673,U0078,에센스,2026-04-19,P0279
SH00674,U0078,세럼,2026-05-19,P0279
SH00675,U0078,트리트먼트,2026-04-10,P0948
SH00676,U0078,트리트먼트,2026-04-25,P0948
SH00677,U0078,트리트먼트,2026-04-20,P0948
SH00678,U0079,자외선차단제,2026-03-23,P0679
SH00679,U0079,자외선차단제,2026-04-17,P0679
SH00680,U0079,자외선차단제,2026-04-05,P0679
SH00681,U0079,토너패드,2026-04-16,P1614
SH00682,U0079,토너패드,2026-04-25,P1614
SH00683,U0079,토너패드,2026-05-15,P1614
SH00684,U0079,에센스,2026-04-21,P0299
SH00685,U0079,에센스,2026-04-25,P0299
SH00686,U0079,에센스,2026-05-08,P0299
SH00687,U0079,바디로션,2026-04-28,P1017
SH00688,U0079,바디로션,2026-05-21,P1017
SH00689,U0079,바디로션,2026-05-30,P1017
SH00690,U0080,립밤,2026-04-30,P1118
SH00691,U0080,립밤,2026-05-12,P1118
SH00692,U0080,아이섀도우,2026-04-07,P1235
SH00693,U0080,아이섀도우,2026-04-28,P1235
SH00694,U0080,앰플,2026-04-05,P1385
SH00695,U0080,앰플,2026-04-14,P1385
SH00696,U0080,앰플,2026-04-26,P1385
SH00697,U0080,크림,2026-04-29,P0475
SH00698,U0080,크림,2026-05-26,P0475
SH00699,U0080,바디로션,2026-03-26,P1054
SH00700,U0080,바디로션,2026-04-30,P1054
SH00701,U0080,바디로션,2026-04-14,P1054
SH00702,U0080,쿠션,2026-05-03,P1135
SH00703,U0080,쿠션,2026-05-21,P1135
SH00704,U0080,토너패드,2026-04-21,P1532
SH00705,U0080,토너패드,2026-05-07,P1532
SH00706,U0081,쿠션,2026-05-08,P1149
SH00707,U0081,쿠션,2026-05-21,P1149
SH00708,U0081,쿠션,2026-05-23,P1149
SH00709,U0081,아이섀도우,2026-04-17,P1216
SH00710,U0081,아이섀도우,2026-05-03,P1216
SH00711,U0081,아이섀도우,2026-05-18,P1216
SH00712,U0081,아이크림,2026-03-31,P1511
SH00713,U0081,아이크림,2026-04-25,P1511
SH00714,U0081,아이크림,2026-04-26,P1511
SH00715,U0081,에센스,2026-04-25,P0164
SH00716,U0081,세럼,2026-05-20,P0164
SH00717,U0081,세럼,2026-05-17,P0164
SH00718,U0082,아이섀도우,2026-04-29,P1229
SH00719,U0082,아이섀도우,2026-05-20,P1229
SH00720,U0082,클렌저,2026-05-11,P0617
SH00721,U0082,폼클렌저,2026-06-02,P0617
SH00722,U0082,클렌저,2026-05-29,P0617
SH00723,U0082,에센스,2026-04-10,P0220
SH00724,U0082,세럼,2026-04-30,P0220
SH00725,U0082,세럼,2026-04-26,P0220
SH00726,U0082,자외선차단제,2026-05-10,P0730
SH00727,U0082,선크림,2026-06-02,P0730
SH00728,U0082,선크림,2026-05-22,P0730
SH00729,U0082,앰플,2026-05-06,P1294
SH00730,U0082,앰플,2026-06-02,P1294
SH00731,U0083,쿠션,2026-05-02,P1178
SH00732,U0083,쿠션,2026-06-02,P1178
SH00733,U0083,수분크림,2026-04-12,P0365
SH00734,U0083,크림,2026-04-26,P0365
SH00735,U0083,크림,2026-05-01,P0365
SH00736,U0083,토너패드,2026-04-08,P1610
SH00737,U0083,토너패드,2026-04-30,P1610
SH00738,U0083,토너패드,2026-05-01,P1610
SH00739,U0083,세럼,2026-04-03,P0224
SH00740,U0083,에센스,2026-04-14,P0224
SH00741,U0084,수분크림,2026-03-31,P0422
SH00742,U0084,수분크림,2026-04-24,P0422
SH00743,U0084,앰플,2026-05-09,P1305
SH00744,U0084,앰플,2026-05-16,P1305
SH00745,U0085,트리트먼트,2026-03-25,P0958
SH00746,U0085,트리트먼트,2026-04-26,P0958
SH00747,U0085,트리트먼트,2026-04-10,P0958
SH00748,U0085,세럼,2026-04-30,P0237
SH00749,U0085,세럼,2026-05-24,P0237
SH00750,U0085,수분크림,2026-03-24,P0398
SH00751,U0085,크림,2026-04-26,P0398
SH00752,U0085,수분크림,2026-04-04,P0398
SH00753,U0085,아이크림,2026-05-07,P1479
SH00754,U0085,아이크림,2026-06-02,P1479
SH00755,U0085,아이크림,2026-05-18,P1479
SH00756,U0085,아이섀도우,2026-05-09,P1210
SH00757,U0085,아이섀도우,2026-05-22,P1210
SH00758,U0085,두피케어,2026-04-18,P0874
SH00759,U0085,두피케어,2026-05-16,P0874
SH00760,U0085,두피케어,2026-04-27,P0874
SH00761,U0086,에센스,2026-04-03,P0317
SH00762,U0086,세럼,2026-05-04,P0317
SH00763,U0086,세럼,2026-04-16,P0317
SH00764,U0086,클렌징오일,2026-03-24,P1724
SH00765,U0086,클렌징오일,2026-04-03,P1724
SH00766,U0086,마스크팩,2026-05-03,P0790
SH00767,U0086,마스크팩,2026-05-11,P0790
SH00768,U0086,앰플,2026-03-30,P1423
SH00769,U0086,앰플,2026-04-26,P1423
SH00770,U0086,앰플,2026-04-14,P1423
SH00771,U0086,아이크림,2026-04-19,P1459
SH00772,U0086,아이크림,2026-05-13,P1459
SH00773,U0087,쿠션,2026-04-08,P1175
SH00774,U0087,쿠션,2026-04-28,P1175
SH00775,U0087,쿠션,2026-05-08,P1175
SH00776,U0087,아이크림,2026-04-06,P1484
SH00777,U0087,아이크림,2026-05-10,P1484
SH00778,U0087,아이크림,2026-04-28,P1484
SH00779,U0087,세럼,2026-03-27,P0349
SH00780,U0087,에센스,2026-04-27,P0349
SH00781,U0088,쿠션,2026-04-28,P1147
SH00782,U0088,쿠션,2026-05-22,P1147
SH00783,U0088,쿠션,2026-05-21,P1147
SH00784,U0088,토너패드,2026-04-21,P1571
SH00785,U0088,토너패드,2026-05-07,P1571
SH00786,U0088,토너패드,2026-04-29,P1571
SH00787,U0089,앰플,2026-03-26,P1404
SH00788,U0089,앰플,2026-04-04,P1404
SH00789,U0089,앰플,2026-04-04,P1404
SH00790,U0089,자외선차단제,2026-04-08,P0720
SH00791,U0089,선크림,2026-04-17,P0720
SH00792,U0089,쿠션,2026-05-04,P1198
SH00793,U0089,쿠션,2026-05-28,P1198
SH00794,U0089,쿠션,2026-05-17,P1198
SH00795,U0090,에센스,2026-03-24,P0178
SH00796,U0090,세럼,2026-04-03,P0178
SH00797,U0090,세럼,2026-04-03,P0178
SH00798,U0090,크림,2026-03-31,P0431
SH00799,U0090,수분크림,2026-04-30,P0431
SH00800,U0090,트리트먼트,2026-03-29,P0948
SH00801,U0090,트리트먼트,2026-05-02,P0948
SH00802,U0090,트리트먼트,2026-04-27,P0948
SH00803,U0090,아이크림,2026-05-08,P1453
SH00804,U0090,아이크림,2026-05-16,P1453
SH00805,U0091,선크림,2026-05-07,P0697
SH00806,U0091,선크림,2026-06-01,P0697
SH00807,U0091,선크림,2026-06-02,P0697
SH00808,U0091,쿠션,2026-04-17,P1145
SH00809,U0091,쿠션,2026-04-26,P1145
SH00810,U0091,쿠션,2026-04-25,P1145
SH00811,U0091,클렌저,2026-04-23,P0630
SH00812,U0091,클렌저,2026-05-20,P0630
SH00813,U0091,세럼,2026-05-02,P0210
SH00814,U0091,세럼,2026-05-27,P0210
SH00815,U0091,수분크림,2026-04-06,P0434
SH00816,U0091,수분크림,2026-04-28,P0434
SH00817,U0091,앰플,2026-04-04,P1421
SH00818,U0091,앰플,2026-04-29,P1421
SH00819,U0091,바디워시,2026-04-17,P1890
SH00820,U0091,바디워시,2026-05-11,P1890
SH00821,U0091,바디워시,2026-04-30,P1890
SH00822,U0091,아이섀도우,2026-04-22,P1250
SH00823,U0091,아이섀도우,2026-05-15,P1250
SH00824,U0091,아이섀도우,2026-05-21,P1250
SH00825,U0092,자외선차단제,2026-03-28,P0679
SH00826,U0092,자외선차단제,2026-04-11,P0679
SH00827,U0092,선크림,2026-04-08,P0679
SH00828,U0092,토너패드,2026-05-07,P1550
SH00829,U0092,토너패드,2026-06-02,P1550
SH00830,U0092,앰플,2026-03-27,P1343
SH00831,U0092,앰플,2026-04-10,P1343
SH00832,U0092,앰플,2026-04-09,P1343
SH00833,U0093,두피케어,2026-04-07,P0902
SH00834,U0093,샴푸,2026-05-02,P0902
SH00835,U0093,두피케어,2026-04-22,P0902
SH00836,U0093,앰플,2026-04-17,P1419
SH00837,U0093,앰플,2026-04-27,P1419
SH00838,U0093,크림,2026-04-21,P0448
SH00839,U0093,크림,2026-05-20,P0448
SH00840,U0093,아이크림,2026-04-21,P1441
SH00841,U0093,아이크림,2026-05-11,P1441
SH00842,U0093,아이크림,2026-05-12,P1441
SH00843,U0093,세럼,2026-04-27,P0255
SH00844,U0093,세럼,2026-05-22,P0255
SH00845,U0093,에센스,2026-05-25,P0255
SH00846,U0094,립스틱,2026-03-31,P1799
SH00847,U0094,립스틱,2026-04-26,P1799
SH00848,U0094,립스틱,2026-04-09,P1799
SH00849,U0094,토너패드,2026-03-23,P1539
SH00850,U0094,토너패드,2026-04-19,P1539
SH00851,U0094,토너패드,2026-04-24,P1539
SH00852,U0095,앰플,2026-04-10,P1404
SH00853,U0095,앰플,2026-05-12,P1404
SH00854,U0096,헤어에센스,2026-05-11,P1917
SH00855,U0096,헤어에센스,2026-05-28,P1917
SH00856,U0096,헤어에센스,2026-05-30,P1917
SH00857,U0096,클렌징오일,2026-04-03,P1770
SH00858,U0096,클렌징오일,2026-04-14,P1770
SH00859,U0096,바디워시,2026-05-01,P1885
SH00860,U0096,바디워시,2026-05-26,P1885
SH00861,U0096,바디워시,2026-05-11,P1885
SH00862,U0096,크림,2026-04-25,P0376
SH00863,U0096,크림,2026-05-26,P0376
SH00864,U0097,쿠션,2026-05-03,P1177
SH00865,U0097,쿠션,2026-05-19,P1177
SH00866,U0097,쿠션,2026-05-16,P1177
SH00867,U0097,앰플,2026-04-26,P1395
SH00868,U0097,앰플,2026-05-31,P1395
SH00869,U0097,아이크림,2026-04-03,P1471
SH00870,U0097,아이크림,2026-04-11,P1471
SH00871,U0098,아이크림,2026-04-10,P1491
SH00872,U0098,아이크림,2026-05-06,P1491
SH00873,U0098,아이크림,2026-05-05,P1491
SH00874,U0098,쿠션,2026-03-20,P1145
SH00875,U0098,쿠션,2026-04-08,P1145
SH00876,U0098,토너패드,2026-04-12,P1618
SH00877,U0098,토너패드,2026-05-09,P1618
SH00878,U0100,트리트먼트,2026-04-17,P0921
SH00879,U0100,트리트먼트,2026-04-26,P0921
SH00880,U0100,바디로션,2026-04-13,P1014
SH00881,U0100,바디로션,2026-05-08,P1014
SH00882,U0100,마스크팩,2026-04-27,P0770
SH00883,U0100,마스크팩,2026-06-02,P0770
SH00884,U0100,클렌징오일,2026-04-08,P1734
SH00885,U0100,클렌징오일,2026-04-30,P1734
SH00886,U0100,클렌징오일,2026-04-20,P1734
SH00887,U0100,앰플,2026-04-10,P1433
SH00888,U0100,앰플,2026-04-22,P1433
SH00889,U0100,앰플,2026-04-27,P1433
