product_id,category_id,product_name,brand,key_ingredients,concern_target,suitable_season,texture,volume_ml,volume_unit,price
P0457,C003,마녀공장 딥크림,마녀공장,리이오일|라놀린|오트밀,보습|수분장벽,winter,리치크림,52,ml,61000
P0458,C003,아벤느 진정크림,아벤느,효소|캐모마일|라놀린|스핑고신,보습,fall,밸런싱크림,71,ml,31000
P0459,C003,VDL 밸런싱크림,VDL,레조르시놀|라놀린|아세틸헥사펩타이드|페룰산,탄력,fall,배리어크림,79,ml,35500
P0460,C003,닥터브란트 안티에이징크림,닥터브란트,EGCG|벤토나이트|펩타이드|판테놀,탄력|보습,spring,바이옴크림,73,ml,86500
P0461,C003,숨37 수분크림,숨37,코직산|스핑고신,진정,all,크림,97,ml,77500
P0462,C003,후 리제너레이팅크림,후,에리스리톨|EGCG|병풀추출물,미백|보습,all,젤크림,93,ml,31500
P0463,C003,클리오 안티에이징크림,클리오,코엔자임Q10|콜라겐|티트리|만델산,보습|수분장벽,all,수분크림,96,ml,104000
P0464,C003,스킨푸드 리치크림,스킨푸드,지방산|펩타이드|레티놀,진정,all,영양크림,47,ml,36000
P0465,C003,닥터브란트 미백크림,닥터브란트,아줄렌|코직산|어성초|피토스핑고신,미백|보습,winter,나이트크림,36,ml,29000
P0466,C003,라네즈 리프팅크림,라네즈,아젤라산|글루타치온,탄력|보습,winter,워터크림,78,ml,48000
P0467,C003,숨37 탄력크림,숨37,어성초|센텔라,보습,winter,리치크림,67,ml,82000
P0468,C003,에스트라 아쿠아크림,에스트라,어성초|EGCG|아연|벤토나이트,보습|수분장벽,fall,밸런싱크림,78,ml,31000
P0469,C003,후 수분크림,후,콜라겐|페룰산|젖산,미백,fall,배리어크림,67,ml,15000
P0470,C003,마녀공장 밸런싱크림,마녀공장,세라마이드|마데카소사이드|위치하젤|레스베라트롤,진정,spring,바이옴크림,83,ml,106500
P0471,C003,스킨푸드 인텐시브크림,스킨푸드,글루코노락톤|아줄렌,수분장벽,all,크림,88,ml,105500
P0472,C003,미샤 딥크림,미샤,트레할로스|레조르시놀|글루코노락톤,트러블|보습,all,젤크림,64,ml,75500
P0473,C003,후 진정크림,후,라놀린|마데카소사이드,보습,all,수분크림,57,ml,68000
P0474,C003,아모레퍼시픽 미백크림,아모레퍼시픽,감초추출물|지방산,수분장벽,all,영양크림,58,ml,90500
P0475,C003,에뛰드 탄력크림,에뛰드,카렌듈라|소듐PCA,수분장벽,winter,나이트크림,49,ml,102000
P0476,C003,달바 수분크림,달바,녹차추출물|글리콜산,보습,winter,워터크림,45,ml,96000
P0477,C003,라네즈 시카크림,라네즈,글리세린|콜라겐|알파알부틴,보습|수분장벽,winter,리치크림,80,ml,57500
P0478,C003,HERA 시카크림,HERA,페룰산|카올린|살리실산|펩타이드,수분장벽,fall,밸런싱크림,100,ml,89500
P0479,C003,HERA 리프팅크림,HERA,PHA|레조르시놀,트러블|보습,fall,배리어크림,91,ml,39500
P0480,C003,HERA 바이옴크림,HERA,아르지렐린|리이오일|병풀추출물|엘라스틴,수분장벽,spring,바이옴크림,41,ml,46500
P0481,C003,클리오 리제너레이팅크림,클리오,펩타이드|콜레스테롤|위치하젤,진정,all,크림,91,ml,67500
P0482,C003,에뛰드 하이드라크림,에뛰드,코엔자임Q10|소듐PCA|BHA|시카,보습|수분장벽,all,젤크림,62,ml,58000
P0483,C003,라로슈포제 탄력크림,라로슈포제,알부틴|엘라스틴,보습,all,수분크림,90,ml,41000
P0484,C003,후 배리어크림,후,글루코노락톤|아젤라산|알로에베라,미백,all,영양크림,62,ml,58500
P0485,C003,더페이스샵 나이트크림,더페이스샵,트라넥삼산|아스코르빈산|TXA,미백,winter,나이트크림,91,ml,40500
P0486,C003,에뛰드 배리어크림,에뛰드,아연|알로에베라,보습|수분장벽,winter,워터크림,40,ml,85500
P0487,C003,세타필 토탈케어크림,세타필,페룰산|효소,미백|보습,winter,리치크림,60,ml,101000
P0488,C003,숨37 인텐시브크림,숨37,락트산|아데노신|아르지렐린,수분장벽,fall,밸런싱크림,77,ml,82000
P0489,C003,HERA 배리어크림,HERA,아연|베타글루칸|시카,진정|보습,fall,배리어크림,59,ml,66500
P0490,C003,티르티르 토탈케어크림,티르티르,코엔자임Q10|캐모마일|EGCG,미백|보습,spring,바이옴크림,61,ml,23000
P0491,C003,HERA 수분크림,HERA,베타글루칸|알로에베라|비타민C|아연,보습|수분장벽,all,크림,31,ml,48500
P0492,C003,네이처리퍼블릭 미백크림,네이처리퍼블릭,콜라겐|병풀추출물|엘라스틴,미백|보습,all,젤크림,70,ml,52500
P0493,C003,에스트라 딥크림,에스트라,글리콜산|황|살리실산,진정|보습,all,수분크림,53,ml,68500
P0494,C003,아벤느 탄력크림,아벤느,아젤라산|AHA|콜레스테롤|코직산,진정|보습,all,영양크림,61,ml,114000
P0495,C003,후 하이드라크림,후,젖산|레스베라트롤|리이오일|콜레스테롤,탄력,winter,나이트크림,33,ml,31000
P0496,C003,조선미녀 밸런싱크림,조선미녀,스핑고신|레스베라트롤|세라마이드|살리실산,보습|수분장벽,winter,워터크림,67,ml,20000
P0497,C003,달바 리제너레이팅크림,달바,시어버터|레티놀|아줄렌|에리스리톨,진정|보습,winter,리치크림,68,ml,88000
P0498,C003,클리오 바이옴크림,클리오,알파알부틴|TXA|PHA,미백|보습,fall,밸런싱크림,45,ml,86000
P0499,C003,에스쁘아 진정크림,에스쁘아,위치하젤|루이아이소류신|EGCG|피토스핑고신,수분장벽,fall,배리어크림,91,ml,93500
P0500,C003,닥터자르트 리치크림,닥터자르트,루이아이소류신|아줄렌,보습,spring,바이옴크림,34,ml,85000
P0501,C003,달바 토탈케어크림,달바,베타글루칸|소듐PCA|녹차추출물,탄력,all,크림,70,ml,24500
P0502,C003,설화수 바이옴크림,설화수,레티놀|코엔자임Q10,보습|수분장벽,all,젤크림,78,ml,62500
P0503,C003,더페이스샵 밸런싱크림,더페이스샵,스쿠알란|비타민C|판테놀,보습|수분장벽,all,수분크림,37,ml,113500
P0504,C003,아모레퍼시픽 하이드라크림,아모레퍼시픽,BHA|위치하젤|알로에베라,보습|수분장벽,all,영양크림,43,ml,18000
P0505,C003,아모레퍼시픽 토탈케어크림,아모레퍼시픽,글리세린|아젤라산|콜레스테롤|알란토인,진정|보습,winter,나이트크림,99,ml,21500
P0506,C003,이니스프리 배리어크림,이니스프리,세라마이드|살리실산|아세틸헥사펩타이드,탄력,winter,워터크림,48,ml,30500
P0507,C003,아벤느 리치크림,아벤느,지방산|레조르시놀|황|라놀린,미백,winter,리치크림,76,ml,98500
P0508,C003,홀리카홀리카 리프팅크림,홀리카홀리카,살리실산|알부틴|루이아이소류신,탄력|보습,fall,밸런싱크림,47,ml,90500
P0509,C003,피지오겔 아쿠아크림,피지오겔,녹차추출물|콜라겐,탄력|보습,fall,배리어크림,96,ml,117500
P0510,C003,숨37 미백크림,숨37,페룰산|스핑고신,미백,spring,바이옴크림,40,ml,108000
P0511,C003,이니스프리 나이트크림,이니스프리,벤토나이트|아줄렌|아연,미백,all,크림,46,ml,111500
P0512,C003,미샤 탄력크림,미샤,트라넥삼산|스핑고신|판테놀|코직산,탄력,all,젤크림,41,ml,90500
P0513,C003,피지오겔 모공크림,피지오겔,페룰산|루이아이소류신|알파알부틴,진정,all,수분크림,30,ml,111000
P0514,C003,아모레퍼시픽 탄력크림,아모레퍼시픽,스핑고신|스쿠알란|폴리글루타민산|황,보습|수분장벽,all,영양크림,83,ml,84000
P0515,C003,라로슈포제 토탈케어크림,라로슈포제,라놀린|펩타이드|베타글루칸|코직산,트러블|보습,winter,나이트크림,30,ml,116500
P0516,C003,숨37 모공크림,숨37,글루타치온|센텔라,보습|수분장벽,winter,워터크림,95,ml,101500
P0517,C003,아모레퍼시픽 인텐시브크림,아모레퍼시픽,TXA|어성초,보습|수분장벽,winter,리치크림,82,ml,110500
P0518,C003,클리오 리치크림,클리오,시어버터|글루타치온,탄력,fall,밸런싱크림,44,ml,73000
P0519,C003,코스알엑스 바이옴크림,코스알엑스,지방산|트레할로스|마데카소사이드|콜라겐,미백,fall,배리어크림,57,ml,95000
P0520,C003,달바 하이드라크림,달바,비타민C|글루코노락톤,탄력,spring,바이옴크림,90,ml,63500
P0521,C003,설화수 진정크림,설화수,어성초|세라마이드,진정,all,크림,36,ml,115500
P0522,C003,에스쁘아 인텐시브크림,에스쁘아,레조르시놀|콜라겐|폴리글루타민산|황,탄력,all,젤크림,38,ml,118000
P0523,C003,아벤느 시카크림,아벤느,레조르시놀|피토스핑고신|PHA|센텔라,탄력|보습,all,수분크림,34,ml,28500
P0524,C003,피지오겔 진정크림,피지오겔,젖산|비타민C|글루타치온|아줄렌,트러블|보습,all,영양크림,56,ml,63500
P0525,C003,이니스프리 미백크림,이니스프리,스쿠알란|페룰산|세라마이드,탄력|보습,winter,나이트크림,66,ml,34500
P0526,C003,후 밸런싱크림,후,EGF|레티놀,보습,winter,워터크림,100,ml,89500
P0527,C003,라네즈 딥크림,라네즈,리이오일|아줄렌|TXA,수분장벽,winter,리치크림,100,ml,81000
P0528,C003,코스알엑스 진정크림,코스알엑스,베타글루칸|카올린,탄력|보습,fall,밸런싱크림,95,ml,69500
P0529,C003,코스알엑스 배리어크림,코스알엑스,베타글루칸|펩타이드|만델산,미백,fall,배리어크림,45,ml,24000
P0530,C003,네이처리퍼블릭 리프팅크림,네이처리퍼블릭,아르지렐린|락트산|글루타치온,트러블|보습,spring,바이옴크림,95,ml,112000
P0531,C003,피지오겔 바이옴크림,피지오겔,락트산|아르지렐린|알파알부틴|피토스핑고신,미백,all,크림,38,ml,89000
P0532,C003,라로슈포제 진정크림,라로슈포제,코엔자임Q10|황|글리세린,진정|보습,all,젤크림,58,ml,53500
P0533,C003,아벤느 나이트크림,아벤느,마그놀리아추출물|알부틴|레조르시놀,보습,all,수분크림,75,ml,65000
P0534,C003,HERA 미백크림,HERA,글루타치온|비타민C|녹차추출물|알로에베라,트러블|보습,all,영양크림,98,ml,35500
P0535,C003,VDL 바이옴크림,VDL,라놀린|캐모마일|티트리,탄력,winter,나이트크림,46,ml,73500
P0536,C003,미샤 배리어크림,미샤,알로에베라|AHA,트러블|보습,winter,워터크림,64,ml,25500
P0537,C003,에스쁘아 바이옴크림,에스쁘아,황|감초추출물|위치하젤|레티놀,진정|보습,winter,리치크림,62,ml,40500
P0538,C003,스킨푸드 배리어크림,스킨푸드,페룰산|아데노신|아스코르빈산|알란토인,수분장벽,fall,밸런싱크림,71,ml,39000
P0539,C003,홀리카홀리카 트러블크림,홀리카홀리카,레티놀|아시아티코사이드|알란토인,탄력|보습,fall,배리어크림,62,ml,119500
P0540,C003,마녀공장 리치크림,마녀공장,루이아이소류신|만델산|베타글루칸,탄력|보습,spring,바이옴크림,69,ml,54500
P0541,C004,라운드랩 산뜻클렌저,라운드랩,글루코노락톤|스테아린산|병풀추출물|루이아이소류신,트러블,all,폼,149,ml,29000
P0542,C004,스킨푸드 산뜻클렌저,스킨푸드,에리스리톨|감초추출물,각질,all,젤폼,102,ml,18000
P0543,C004,잇츠스킨 트러블케어클렌저,잇츠스킨,아데노신|에리스리톨|나이아신아마이드|BHA,트러블,all,크림폼,127,ml,12000
P0544,C004,스킨푸드 약산성클렌저,스킨푸드,EGF|아시아티코사이드,트러블|모공,all,마일드폼,200,ml,30000
P0545,C004,클리오 버블클렌저,클리오,시어버터|베타글루칸|알로에베라,진정|보습,all,저자극폼,184,ml,13500
P0546,C004,에뛰드 아미노산클렌저,에뛰드,젖산|오트밀|센텔라,트러블|모공,all,약산성폼,153,ml,15000
P0547,C004,이니스프리 버블클렌저,이니스프리,아세틸헥사펩타이드|락트산|히알루론산|시어버터,트러블,all,버블폼,105,ml,11500
P0548,C004,잇츠스킨 순한클렌저,잇츠스킨,라놀린|리이오일|효소,트러블,spring,클레이폼,179,ml,24000
P0549,C004,에뛰드 부드러운클렌저,에뛰드,콜라겐|스쿠알란|글리콜산,모공,summer,오일폼,182,ml,29500
P0550,C004,에스트라 오일프리클렌저,에스트라,만델산|아줄렌|리이오일,트러블|모공,fall,에멀전폼,161,ml,23500
P0551,C004,스킨1004 순한클렌저,스킨1004,엘라스틴|아젤라산,보습,all,폼,134,ml,18500
P0552,C004,바이오더마 클리어클렌저,바이오더마,시어버터|효소|히알루론산|락트산,각질|보습,all,젤폼,143,ml,10500
P0553,C004,달바 저자극클렌저,달바,벤토나이트|녹차추출물,각질|보습,all,크림폼,192,ml,19000
P0554,C004,아로마티카 딥클린클렌저,아로마티카,시어버터|락트산,각질|보습,all,마일드폼,163,ml,32000
P0555,C004,티르티르 산뜻클렌저,티르티르,아스코르빈산|코엔자임Q10,트러블|모공,all,저자극폼,110,ml,29000
P0556,C004,아벤느 클레이클렌저,아벤느,글루타치온|마그놀리아추출물,각질,all,약산성폼,148,ml,32500
P0557,C004,라로슈포제 오일프리클렌저,라로슈포제,PHA|어성초,보습,all,버블폼,138,ml,23500
P0558,C004,클리오 아미노산클렌저,클리오,아젤라산|레스베라트롤|황|아스코르빈산,모공,spring,클레이폼,150,ml,13000
P0559,C004,가든오브위즈덤 약산성클렌저,가든오브위즈덤,아데노신|AHA,트러블|모공,summer,오일폼,181,ml,25500
P0560,C004,더페이스샵 산뜻클렌저,더페이스샵,카올린|트레할로스,보습,fall,에멀전폼,119,ml,22500
P0561,C004,더페이스샵 클리어클렌저,더페이스샵,아연|세라마이드|어성초|카올린,트러블|모공,all,폼,149,ml,18000
P0562,C004,스킨1004 버블클렌저,스킨1004,코엔자임Q10|위치하젤|판테놀,트러블,all,젤폼,116,ml,16000
P0563,C004,티르티르 효소클렌저,티르티르,엘라스틴|아데노신|TXA|살리실산,각질,all,크림폼,101,ml,8500
P0564,C004,네이처리퍼블릭 모공케어클렌저,네이처리퍼블릭,아세틸헥사펩타이드|아르지렐린|TXA|루이아이소류신,트러블,all,마일드폼,122,ml,33000
P0565,C004,닥터지 약산성클렌저,닥터지,티트리|스테아린산,진정|보습,all,저자극폼,188,ml,16500
P0566,C004,코스알엑스 오일프리클렌저,코스알엑스,아데노신|레조르시놀|스핑고신,각질,all,약산성폼,139,ml,8500
P0567,C004,클리오 클리어클렌저,클리오,락트산|콜레스테롤,트러블|모공,all,버블폼,127,ml,16000
P0568,C004,스킨1004 효소클렌저,스킨1004,캐모마일|비타민C|글루코노락톤,각질|보습,spring,클레이폼,139,ml,23000
P0569,C004,세타필 산뜻클렌저,세타필,센텔라|리이오일|PHA|살리실산,각질|보습,summer,오일폼,137,ml,29000
P0570,C004,닥터지 버블클렌저,닥터지,시어버터|소듐PCA|스테아린산|리이오일,모공,fall,에멀전폼,130,ml,11000
P0571,C004,더페이스샵 더마클렌저,더페이스샵,펩타이드|알부틴,트러블|모공,all,폼,182,ml,33500
P0572,C004,닥터지 산뜻클렌저,닥터지,효소|소듐PCA|트레할로스|알파알부틴,각질|보습,all,젤폼,147,ml,16500
P0573,C004,스킨푸드 트러블케어클렌저,스킨푸드,센텔라|레스베라트롤|마그놀리아추출물,트러블,all,크림폼,192,ml,31000
P0574,C004,비플레인 퓨어클렌저,비플레인,판테놀|EGCG|TXA,모공,all,마일드폼,166,ml,27000
P0575,C004,스킨1004 클레이클렌저,스킨1004,황|AHA,트러블,all,저자극폼,145,ml,18000
P0576,C004,닥터자르트 모공케어클렌저,닥터자르트,에리스리톨|글리콜산|아세틸헥사펩타이드,트러블,all,약산성폼,196,ml,24000
P0577,C004,가든오브위즈덤 퓨어클렌저,가든오브위즈덤,알란토인|글리세린|리이오일,보습,all,버블폼,147,ml,31500
P0578,C004,이니스프리 클리어클렌저,이니스프리,엘라스틴|시어버터,진정|보습,spring,클레이폼,190,ml,17500
P0579,C004,더마토리 딥클린클렌저,더마토리,캐모마일|페룰산,각질,summer,오일폼,149,ml,15000
P0580,C004,스킨1004 저자극클렌저,스킨1004,어성초|세라마이드|폴리글루타민산,각질|보습,fall,에멀전폼,191,ml,33000
P0581,C004,코스알엑스 약산성클렌저,코스알엑스,판테놀|시카|코직산,진정|보습,all,폼,154,ml,8500
P0582,C004,비플레인 비건클렌저,비플레인,BHA|피토스핑고신|아줄렌,각질,all,젤폼,182,ml,18000
P0583,C004,닥터지 클리어클렌저,닥터지,EGF|녹차추출물|아데노신,각질|보습,all,크림폼,103,ml,29000
P0584,C004,가든오브위즈덤 크리미클렌저,가든오브위즈덤,베타글루칸|황,각질,all,마일드폼,135,ml,32000
P0585,C004,달바 아미노산클렌저,달바,위치하젤|콜라겐,보습,all,저자극폼,183,ml,23000
P0586,C004,토니모리 더마클렌저,토니모리,알파알부틴|황,모공,all,약산성폼,151,ml,22000
P0587,C004,스킨1004 마일드클렌저,스킨1004,에리스리톨|TXA|황,트러블,all,버블폼,171,ml,26000
P0588,C004,스킨푸드 클레이클렌저,스킨푸드,글루타치온|베타글루칸,트러블|모공,spring,클레이폼,101,ml,21000
P0589,C004,비플레인 크리미클렌저,비플레인,스핑고신|시어버터|카렌듈라|아르지렐린,진정|보습,summer,오일폼,125,ml,18500
P0590,C004,구달 딥클린클렌저,구달,알로에베라|루이아이소류신|레조르시놀|병풀추출물,진정|보습,fall,에멀전폼,150,ml,31000
P0591,C004,이니스프리 모공케어클렌저,이니스프리,히알루론산|만델산|지방산,트러블,all,폼,161,ml,22000
P0592,C004,토니모리 오일프리클렌저,토니모리,어성초|글루타치온|레조르시놀,모공,all,젤폼,151,ml,27500
P0593,C004,토니모리 클리어클렌저,토니모리,글리콜산|레티놀|카렌듈라,트러블,all,크림폼,106,ml,32000
P0594,C004,바이오더마 부드러운클렌저,바이오더마,스핑고신|페룰산,진정|보습,all,마일드폼,164,ml,23500
P0595,C004,구달 모공케어클렌저,구달,아시아티코사이드|스테아린산|아연|레조르시놀,모공,all,저자극폼,167,ml,29000
P0596,C004,바이오더마 딥클린클렌저,바이오더마,센텔라|스테아린산,보습,all,약산성폼,151,ml,21000
P0597,C004,더마토리 비건클렌저,더마토리,글리세린|아젤라산|만델산|티트리,각질,all,버블폼,152,ml,8500
P0598,C004,조선미녀 부드러운클렌저,조선미녀,콜라겐|엘라스틴,트러블,spring,클레이폼,182,ml,22500
P0599,C004,마녀공장 진정클렌저,마녀공장,리이오일|스테아린산,진정|보습,summer,오일폼,181,ml,15000
P0600,C004,스킨푸드 더마클렌저,스킨푸드,글리세린|나이아신아마이드|글루타치온|BHA,진정|보습,fall,에멀전폼,125,ml,19500
P0601,C004,아벤느 버블클렌저,아벤느,위치하젤|알로에베라|글리세린|락트산,각질|보습,all,폼,183,ml,33500
P0602,C004,잇츠스킨 모공케어클렌저,잇츠스킨,시어버터|만델산|AHA|엘라스틴,진정|보습,all,젤폼,137,ml,13000
P0603,C004,피지오겔 모공케어클렌저,피지오겔,콜라겐|나이아신아마이드,트러블,all,크림폼,196,ml,13000
P0604,C004,잇츠스킨 진정클렌저,잇츠스킨,알부틴|아세틸헥사펩타이드,모공,all,마일드폼,123,ml,33000
P0605,C004,네이처리퍼블릭 저자극클렌저,네이처리퍼블릭,아줄렌|히알루론산|레스베라트롤,모공,all,저자극폼,110,ml,34500
P0606,C004,네이처리퍼블릭 마일드클렌저,네이처리퍼블릭,황|지방산|레티놀|에리스리톨,각질|보습,all,약산성폼,176,ml,21500
P0607,C004,바이오더마 진정클렌저,바이오더마,콜라겐|카올린,각질,all,버블폼,170,ml,9500
P0608,C004,더페이스샵 버블클렌저,더페이스샵,병풀추출물|시어버터,모공,spring,클레이폼,103,ml,15000
P0609,C004,아로마티카 저자극클렌저,아로마티카,어성초|레티놀|살리실산,트러블|모공,summer,오일폼,193,ml,34500
P0610,C004,아벤느 저자극클렌저,아벤느,비타민C|루이아이소류신|트레할로스|어성초,각질,fall,에멀전폼,123,ml,24500
P0611,C004,코스알엑스 트러블케어클렌저,코스알엑스,알란토인|병풀추출물,진정|보습,all,폼,186,ml,28000
P0612,C004,아누아 더마클렌저,아누아,녹차추출물|BHA,각질|보습,all,젤폼,125,ml,27000
P0613,C004,에뛰드 클리어클렌저,에뛰드,리이오일|루이아이소류신|히알루론산|EGF,보습,all,크림폼,166,ml,16500
P0614,C004,아누아 딥클린클렌저,아누아,락트산|레스베라트롤|AHA|트라넥삼산,보습,all,마일드폼,117,ml,32500
P0615,C004,구달 퓨어클렌저,구달,PHA|아르지렐린,트러블,all,저자극폼,146,ml,23500
P0616,C004,아벤느 진정클렌저,아벤느,오트밀|트레할로스,트러블|모공,all,약산성폼,105,ml,9500
P0617,C004,에스트라 딥클린클렌저,에스트라,젖산|베타글루칸|세라마이드|판테놀,보습,all,버블폼,185,ml,21000
P0618,C004,아로마티카 모공케어클렌저,아로마티카,펩타이드|글리콜산,트러블,spring,클레이폼,171,ml,23500
P0619,C004,스킨푸드 아미노산클렌저,스킨푸드,펩타이드|시어버터,트러블,summer,오일폼,167,ml,12500
P0620,C004,아누아 트러블케어클렌저,아누아,엘라스틴|카올린,각질|보습,fall,에멀전폼,102,ml,23000
P0621,C004,라로슈포제 산뜻클렌저,라로슈포제,알부틴|살리실산|코엔자임Q10|리이오일,각질|보습,all,폼,129,ml,26000
P0622,C004,닥터지 모공케어클렌저,닥터지,센텔라|AHA,진정|보습,all,젤폼,122,ml,14000
P0623,C004,가든오브위즈덤 딥클린클렌저,가든오브위즈덤,레티놀|아젤라산|소듐PCA,진정|보습,all,크림폼,119,ml,12500
P0624,C004,아로마티카 크리미클렌저,아로마티카,어성초|소듐PCA|락트산|캐모마일,각질,all,마일드폼,146,ml,29000
P0625,C004,세타필 약산성클렌저,세타필,아데노신|어성초|EGF,보습,all,저자극폼,195,ml,10000
P0626,C004,네이처리퍼블릭 퓨어클렌저,네이처리퍼블릭,시어버터|스쿠알란|알로에베라,각질,all,약산성폼,137,ml,12500
P0627,C004,조선미녀 퓨어클렌저,조선미녀,스테아린산|마데카소사이드,트러블,all,버블폼,179,ml,25000
P0628,C004,에뛰드 오일프리클렌저,에뛰드,EGCG|마데카소사이드|트라넥삼산|리이오일,각질,spring,클레이폼,126,ml,9000
P0629,C004,더페이스샵 순한클렌저,더페이스샵,콜라겐|레조르시놀,각질|보습,summer,오일폼,134,ml,29000
P0630,C004,닥터지 효소클렌저,닥터지,베타글루칸|코직산,모공,fall,에멀전폼,168,ml,31500
P0631,C004,마녀공장 마일드클렌저,마녀공장,아시아티코사이드|히알루론산,트러블|모공,all,폼,152,ml,15000
P0632,C004,스킨1004 딥클린클렌저,스킨1004,어성초|시어버터,진정|보습,all,젤폼,175,ml,19000
P0633,C004,구달 버블클렌저,구달,위치하젤|베타글루칸|TXA,보습,all,크림폼,166,ml,11000
P0634,C004,에스트라 버블클렌저,에스트라,스쿠알란|트라넥삼산|병풀추출물,진정|보습,all,마일드폼,185,ml,13500
P0635,C004,피지오겔 오일프리클렌저,피지오겔,글리콜산|판테놀|세라마이드,트러블,all,저자극폼,148,ml,20000
P0636,C004,마녀공장 저자극클렌저,마녀공장,카올린|아르지렐린|센텔라|아세틸헥사펩타이드,트러블,all,약산성폼,173,ml,10500
P0637,C004,에뛰드 트러블케어클렌저,에뛰드,살리실산|BHA,각질,all,버블폼,147,ml,11000
P0638,C004,비플레인 진정클렌저,비플레인,만델산|락트산|황|PHA,진정|보습,spring,클레이폼,130,ml,17500
P0639,C004,아로마티카 퓨어클렌저,아로마티카,코엔자임Q10|효소,트러블,summer,오일폼,140,ml,23500
P0640,C004,네이처리퍼블릭 약산성클렌저,네이처리퍼블릭,AHA|펩타이드|녹차추출물|어성초,모공,fall,에멀전폼,156,ml,17500
P0641,C004,비플레인 딥클린클렌저,비플레인,살리실산|감초추출물|센텔라,진정|보습,all,폼,161,ml,34000
P0642,C004,잇츠스킨 저자극클렌저,잇츠스킨,PHA|EGCG|황,각질|보습,all,젤폼,111,ml,22000
P0643,C004,달바 오일프리클렌저,달바,녹차추출물|센텔라|글리콜산,보습,all,크림폼,101,ml,29500
P0644,C004,달바 비건클렌저,달바,세라마이드|EGF|판테놀|콜라겐,각질|보습,all,마일드폼,192,ml,21500
P0645,C004,조선미녀 오일프리클렌저,조선미녀,녹차추출물|아줄렌|엘라스틴|감초추출물,각질|보습,all,저자극폼,100,ml,26500
P0646,C004,세타필 순한클렌저,세타필,캐모마일|EGCG|코엔자임Q10|BHA,트러블|모공,all,약산성폼,187,ml,21500
P0647,C004,에스트라 클레이클렌저,에스트라,코직산|알파알부틴,진정|보습,all,버블폼,164,ml,25000
P0648,C004,티르티르 오일프리클렌저,티르티르,아데노신|EGF|펩타이드,트러블|모공,spring,클레이폼,185,ml,24000
P0649,C004,마녀공장 클레이클렌저,마녀공장,히알루론산|BHA|AHA|리이오일,트러블,summer,오일폼,167,ml,25500
P0650,C004,라로슈포제 더마클렌저,라로슈포제,시어버터|지방산|라놀린|EGF,트러블|모공,fall,에멀전폼,167,ml,21000
P0651,C005,클리오 프리미엄선크림,클리오,TXA|비타민C,수분장벽,summer,선크림,100,ml,45000
P0652,C005,유리아쥬 프리미엄선크림,유리아쥬,마데카소사이드|글리콜산|오트밀|아세틸헥사펩타이드,트러블|보습,summer,선젤,30,ml,28000
P0653,C005,피지오겔 무기자차선크림,피지오겔,글리콜산|트레할로스|글루타치온|카렌듈라,미백,summer,선세럼,79,ml,34000
P0654,C005,SHISEIDO 매트한선크림,SHISEIDO,아시아티코사이드|알로에베라|젖산,수분장벽,summer,선스틱,75,ml,11500
P0655,C005,에뛰드 에어리선크림,에뛰드,알부틴|히알루론산|마데카소사이드|벤토나이트,미백|보습,spring,선쿠션,33,ml,15500
P0656,C005,에스트라 논코메도선크림,에스트라,스쿠알란|레스베라트롤,트러블|보습,spring,선파우더,46,ml,10500
P0657,C005,닥터자르트 순한선크림,닥터자르트,AHA|피토스핑고신|트라넥삼산,트러블|보습,spring,선스프레이,93,ml,13000
P0658,C005,넘버즈인 복합자차선크림,넘버즈인,병풀추출물|효소|비타민C|라놀린,진정,all,톤업선크림,50,ml,25500
P0659,C005,에뛰드 워터프루프선크림,에뛰드,아시아티코사이드|아연,미백,all,선에센스,49,ml,44000
P0660,C005,마녀공장 가벼운선크림,마녀공장,비타민C|만델산|베타글루칸|아스코르빈산,보습,fall,선밀크,58,ml,34500
P0661,C005,바이오더마 논그리지선크림,바이오더마,만델산|카렌듈라|아줄렌,수분장벽,summer,선크림,84,ml,37500
P0662,C005,에스트라 자연주의선크림,에스트라,알파알부틴|비타민C|아데노신,수분장벽,summer,선젤,68,ml,35500
P0663,C005,비플레인 순한선크림,비플레인,아시아티코사이드|라놀린|글리세린,탄력|보습,summer,선세럼,98,ml,20500
P0664,C005,티르티르 논코메도선크림,티르티르,코엔자임Q10|트레할로스|오트밀,트러블|보습,summer,선스틱,54,ml,19000
P0665,C005,미샤 퓨어선크림,미샤,스쿠알란|폴리글루타민산,미백|보습,spring,선쿠션,36,ml,45000
P0666,C005,SHISEIDO 논그리지선크림,SHISEIDO,에리스리톨|글리콜산,트러블|보습,spring,선파우더,40,ml,40500
P0667,C005,바이오더마 복합자차선크림,바이오더마,나이아신아마이드|PHA|소듐PCA,트러블|보습,spring,선스프레이,78,ml,49000
P0668,C005,홀리카홀리카 피부과테스트선크림,홀리카홀리카,오트밀|병풀추출물,미백,all,톤업선크림,32,ml,13500
P0669,C005,달바 순한선크림,달바,펩타이드|효소,탄력|보습,all,선에센스,58,ml,41000
P0670,C005,스킨1004 프리미엄선크림,스킨1004,위치하젤|캐모마일|히알루론산,수분장벽,fall,선밀크,85,ml,49500
P0671,C005,비오레 유기자차선크림,비오레,아젤라산|캐모마일,미백|보습,summer,선크림,88,ml,32500
P0672,C005,비오레 무기자차선크림,비오레,엘라스틴|젖산|어성초|콜라겐,미백|보습,summer,선젤,65,ml,31000
